"State.Code","County.Code","Latitude","Longitude","Datum","Sample.Duration","Metric.Used","Units.of.Measure","Observation.Count","Observation.Percent","Arithmetic.Mean","Arithmetic.Standard.Dev","X50th.Percentile","GEOID","total_population","total_no_vehicle","total_carpool_vehicle","total_private_vehicle","total_public_transit","ppt","tmax","tmin","tmean"
"06","083",34.54166,-119.79146,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1264,84,1.678571,2.045902,1,"06083",444829,5188,29729,142415,6277,927.976989746094,23.6649990081787,9.1136999130249,16.3892002105713
"06","083",34.54166,-119.79146,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7335,84,1.512821,1.111108,1,"06083",444829,5188,29729,142415,6277,927.976989746094,23.6649990081787,9.1136999130249,16.3892002105713
"06","083",34.52744,-120.1965,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1959,22,4.975309,2.444255,5,"06083",444829,5188,29729,142415,6277,865.789978027344,21.8239002227783,9.0511999130249,15.4375
"06","083",34.403052,-119.457914,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1201,84,4.5,3.202272,4,"06083",444829,5188,29729,142415,6277,910.552001953125,21.7985000610352,11.0068998336792,16.4025001525879
"06","083",34.403052,-119.457914,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7385,84,3.29878,2.710676,3,"06083",444829,5188,29729,142415,6277,910.552001953125,21.7985000610352,11.0068998336792,16.4025001525879
"06","083",34.403052,-119.457914,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1201,84,4.5,3.202272,4,"06083",444829,5188,29729,142415,6277,910.552001953125,21.7985000610352,11.0068998336792,16.4025001525879
"06","083",34.48974,-120.04692,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8148,93,1.963173,1.581607,2,"06083",444829,5188,29729,142415,6277,917.117980957031,20.3918991088867,10.5459995269775,15.4687995910645
"06","083",34.48974,-120.04692,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1269,93,2.181818,2.465247,1,"06083",444829,5188,29729,142415,6277,917.117980957031,20.3918991088867,10.5459995269775,15.4687995910645
"06","083",34.48974,-120.04692,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1269,93,2.181818,2.465247,1,"06083",444829,5188,29729,142415,6277,917.117980957031,20.3918991088867,10.5459995269775,15.4687995910645
"06","083",34.63782,-120.4575,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8082,92,8.062678,6.342289,6,"06083",444829,5188,29729,142415,6277,676.031982421875,20.6082000732422,8.9911994934082,14.799599647522
"06","083",34.44551,-119.8284,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1289,15,8.785714,6.092363,8,"06083",444829,5188,29729,142415,6277,792.701904296875,21.0004997253418,9.94699954986572,15.4735994338989
"06","085",37.348497,-121.894898,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7866,90,21.019777,11.005439,20.2,"06085",1927470,23763,102317,722300,42965,491.889892578125,21.7073993682861,10.263599395752,15.9853992462158
"06","085",37.338135,-121.849783,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8327,95,24.138017,9.97645,23.3,"06085",1927470,23763,102317,722300,42965,471.974884033203,21.781099319458,10.1336994171143,15.9572992324829
"06","095",38.102507,-122.237976,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8314,95,16.223333,11.189911,13,"06095",441829,3847,27193,157069,6552,695.953857421875,21.2061996459961,9.04199981689453,15.1238994598389
"06","097",38.403765,-122.818294,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7998,91,9.621221,6.87283,7.6,"06097",499772,4185,28216,186165,4526,1275.1328125,21.7425003051758,6.8769998550415,14.3095998764038
"06","099",37.488317,-120.836008,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8351,95,19.143956,9.96198,17.2,"06099",543194,3647,22254,180751,1854,379.072998046875,23.7773990631104,11.3656997680664,17.5714988708496
"06","101",39.138773,-121.618549,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7920,90,15.145906,9.730122,13,"06101",96109,773,4903,30449,285,729.736877441406,23.86789894104,9.58430004119873,16.7259998321533
"06","107",36.332179,-119.291228,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8071,92,21.118895,11.83857,17.7,"06107",461898,3214,23477,137084,1192,323.540893554688,24.5290985107422,10.4630994796753,17.496000289917
"06","111",34.276316,-118.683685,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8240,94,17.370787,8.539726,17,"06111",847263,5592,45140,321004,4582,629.8759765625,23.4520988464355,11.4169998168945,17.4344997406006
"06","111",34.25239,-119.143182,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8133,93,11.225714,5.718108,10,"06111",847263,5592,45140,321004,4582,583.628967285156,21.8752994537354,10.8254995346069,16.3501987457275
"06","113",38.53445,-121.7734,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8351,95,10.089532,5.534962,9.3,"06113",217352,3201,9549,67195,4068,821.138000488281,23.6334991455078,9.61530017852783,16.6240997314453
"08","001",39.838119,-104.94984,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7862,90,33.566866,13.195184,35.1,"08001",504108,6179,26840,202370,9205,418.982879638672,18.0916996002197,2.47129988670349,10.2814998626709
"08","007",37.205862,-107.254118,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7050,80,6.004483,3.572542,4.8,"08007",13253,94,617,4294,6,615.366882324219,16.4629993438721,-0.0645999982953072,8.19909954071045
"08","029",38.8764,-107.6023,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8400,96,4.739093,2.627088,4.1,"08029",30565,120,1296,7772,62,407.531890869141,17.6236000061035,1.27149999141693,9.44759941101074
"08","031",39.751184,-104.987625,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8248,94,35.246537,14.336811,32.8,"08031",705576,16096,30309,272967,25824,422.638977050781,18.372200012207,3.07289981842041,10.7223997116089
"08","031",39.77949,-105.00518,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7457,85,33.892089,12.399715,32.5,"08031",705576,16096,30309,272967,25824,425.001892089844,18.140998840332,2.64039993286133,10.3906002044678
"08","031",39.73217,-105.0153,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8166,93,40.146176,11.966584,38.5,"08031",705576,16096,30309,272967,25824,422.638977050781,18.372200012207,3.07289981842041,10.7223997116089
"08","031",39.7861,-104.9886,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7888,90,44.625806,11.948908,44.6,"08031",705576,16096,30309,272967,25824,425.001892089844,18.140998840332,2.64039993286133,10.3906002044678
"08","045",39.43806,-108.02611,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7127,81,8.719802,3.571966,7.6,"08045",59055,455,3775,21705,1279,366.290893554688,17.8676986694336,1.85139989852905,9.85949993133545
"08","059",39.912799,-105.188587,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7527,86,9.112844,6.780902,6.5,"08059",574798,4504,21746,242033,10567,484.302001953125,16.7391986846924,3.02029991149902,9.87959957122803
"08","067",37.30389,-107.484167,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4915,56,2.485782,1.529484,2.1,"08067",55617,376,2019,21219,262,591.377868652344,14.6389999389648,-1.55030000209808,6.54429960250854
"08","067",37.13678,-107.62863,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7266,83,8.717152,3.831245,7.9,"08067",55617,376,2019,21219,262,368.724884033203,16.5559997558594,-1.33599996566772,7.60989999771118
"08","067",37.10258,-107.870219,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7311,83,11.464839,4.843548,10.2,"08067",55617,376,2019,21219,262,384.601989746094,16.9501991271973,-1.15880000591278,7.89559984207153
"08","103",40.038889,-107.8475,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",2751,31,1.382353,0.78962,1.2,"08103",6384,29,369,1968,23,446.645874023438,14.0454998016357,-2.71679997444153,5.66439962387085
"08","103",40.086944,-108.761389,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8422,96,8.659218,6.259806,7.5,"08103",6384,29,369,1968,23,292.846893310547,15.6281995773315,-0.87799996137619,7.37509965896606
"09","001",41.118333,-73.336667,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7206,82,20.366667,9.602551,19.8,"09001",943926,16153,38041,337947,47049,1569.60095214844,16.2618999481201,7.07359981536865,11.6675996780396
"09","003",41.771444,-72.679923,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8328,95,23.587778,9.380212,24,"09003",893561,15836,36008,359363,14010,1429.5458984375,15.9281997680664,5.98149967193604,10.9548997879028
"09","003",41.784722,-72.631667,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8242,94,16.361798,9.643478,13.6,"09003",893561,15836,36008,359363,14010,1457.64184570312,15.9545993804932,6.00619983673096,10.9804000854492
"09","009",41.3014,-72.902871,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8292,95,24.692978,10.456034,24.3,"09009",857513,18150,35402,330972,16090,1483.72485351562,16.4860000610352,7.29219961166382,11.8889999389648
"10","003",39.739462,-75.557554,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7208,82,21.539203,9.959106,19.9,"10003",556165,7921,23204,216491,10209,1195.0009765625,17.9081993103027,8.41030025482178,13.1590995788574
"11","001",38.895572,-76.958072,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8479,97,24.142458,10.269437,23.4,"11001",692683,93302,19464,125308,129713,1200.38891601562,19.7080993652344,10.0611000061035,14.8843994140625
"11","001",38.921847,-77.013178,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8490,97,21.067797,11.428637,18.2,"11001",692683,93302,19464,125308,129713,1142.59387207031,19.8241996765137,9.82759952545166,14.8255996704102
"11","001",38.970092,-77.016715,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8437,96,20.884814,11.597177,17.6,"11001",692683,93302,19464,125308,129713,1102.33483886719,19.4249992370605,8.88399982452393,14.1542997360229
"11","001",38.89477,-76.953426,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8334,95,25.9,8.955618,25.5,"11001",692683,93302,19464,125308,129713,1200.38891601562,19.7080993652344,10.0611000061035,14.8843994140625
"12","011",26.132677,-80.169817,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8051,92,25.762997,8.944992,24.6,"12011",1926205,27453,85817,754014,24825,1924.78295898438,29.3304996490479,21.8219985961914,25.576099395752
"12","011",26.087567,-80.111152,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8228,94,15.046471,12.015485,14.8,"12011",1926205,27453,85817,754014,24825,1776.97192382812,29.105899810791,22.2365989685059,25.6710987091064
"12","031",30.356339,-81.635396,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8094,92,14.823977,7.468095,13.9,"12031",936186,14734,41176,368227,8296,1217.10791015625,27.2507991790771,17.2943992614746,22.2723999023438
"12","031",30.262778,-81.606833,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8001,91,20.317612,8.523336,19.4,"12031",936186,14734,41176,368227,8296,1253.66284179688,27.4981994628906,18.2920989990234,22.894998550415
"12","057",27.955133,-82.469532,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8409,96,19.378035,7.584842,18.5,"12057",1422278,18124,63161,545391,9628,1513.63891601562,28.4976997375488,19.1754989624023,23.8365001678467
"12","086",25.732878,-80.16175,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7250,83,9.052349,9.328361,4.9,"12086",2699428,53509,113037,988509,60693,1608.55493164062,29.564998626709,22.9709987640381,26.2677993774414
"12","086",25.785472,-80.284206,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7816,89,23.94816,9.820518,22.1,"12086",2699428,53509,113037,988509,60693,2212.40795898438,29.683198928833,22.2565002441406,25.9696998596191
"12","086",25.798709,-80.210048,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6416,73,18.174717,9.864606,16.7,"12086",2699428,53509,113037,988509,60693,2053.39184570312,29.581298828125,22.5087985992432,26.0447998046875
"12","095",28.596389,-81.3625,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8023,92,10.047273,6.102459,8.5,"12095",1349746,18377,66746,533183,16148,1657.60095214844,28.9209995269775,18.9126987457275,23.9165992736816
"12","099",26.593808,-80.058492,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",33,0,1.7,0,6.7,"12099",1465027,19092,66888,523581,10967,1729.19201660156,28.3813991546631,21.8689994812012,25.125
"12","103",27.785866,-82.739875,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8390,96,9.230747,6.390763,7.5,"12103",964666,12808,36387,348276,7467,1569.90600585938,27.8118991851807,20.4181995391846,24.1149997711182
"12","103",27.834409,-82.665251,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8245,94,16.129107,5.903765,16,"12103",964666,12808,36387,348276,7467,1794.33801269531,28.1950988769531,19.9916000366211,24.0932998657227
"12","115",27.350278,-82.479722,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4106,47,5.989222,3.254617,5.5,"12115",419496,2613,12011,136134,1337,1385.01196289062,29.1188983917236,19.1724987030029,24.1455993652344
"13","089",33.6878,-84.2905,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8006,91,21.597647,9.998522,20.8,"13089",749323,18683,39086,267645,27720,1242.34399414062,23.6094989776611,12.1434993743896,17.8764991760254
"13","089",33.698643,-84.272614,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8232,94,29.201449,9.965996,28.6,"13089",749323,18683,39086,267645,27720,1242.34399414062,23.6094989776611,12.1434993743896,17.8764991760254
"13","121",33.7784,-84.3914,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7402,84,25.769745,7.629701,25.7,"13121",1036200,29038,36256,376920,39488,1248.45690917969,23.457498550415,12.1777000427246,17.8173999786377
"16","001",43.600699,-116.347853,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6179,71,22.575889,9.740405,22.3,"16001",456849,3513,16731,182949,910,364.459991455078,17.461799621582,4.39159965515137,10.9265995025635
"17","031",41.7514,-87.713488,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8325,95,23.838462,10.327341,22.9,"17031",5198275,243486,200588,1539061,480559,1372.48889160156,14.8210000991821,5.99090003967285,10.4059000015259
"17","031",41.57862,-87.557406,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7313,83,30.012418,9.717521,29.9,"17031",5198275,243486,200588,1539061,480559,1260.95690917969,14.7243995666504,5.1847996711731,9.95450019836426
"17","031",41.920009,-87.672995,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",3465,40,28.174468,9.193487,29.3,"17031",5198275,243486,200588,1539061,480559,1301.96301269531,13.6919994354248,6.08430004119873,9.88809967041016
"17","031",41.965193,-87.876265,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8334,95,31.248315,10.920384,30.4,"17031",5198275,243486,200588,1539061,480559,1376.09191894531,14.4004993438721,5.32679986953735,9.86359977722168
"17","031",41.855243,-87.75247,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8663,99,27.933699,11.610307,27.5,"17031",5198275,243486,200588,1539061,480559,1360.90795898438,14.6974992752075,5.88149976730347,10.2894992828369
"17","117",39.396075,-89.809739,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7769,89,5.671733,3.25923,5.2,"17117",45463,306,1541,17043,49,1261.54992675781,16.888500213623,6.37489986419678,11.6316995620728
"17","163",38.612034,-90.160477,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7876,90,20.137237,8.255965,19.1,"17163",262338,4222,8907,102259,3782,1396.88098144531,18.7643985748291,7.96799993515015,13.366099357605
"18","089",41.606662,-87.304943,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6594,75,21.991007,10.229583,21.9,"18089",485707,6201,16626,179714,6278,1202.83093261719,14.4464998245239,5.85739994049072,10.1518993377686
"18","097",39.810833,-86.114444,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7912,90,19.283234,8.631287,18.7,"18097",951869,15729,41908,377436,7830,1265.66101074219,16.7525997161865,7.08129978179932,11.9167995452881
"18","097",39.787933,-86.13088,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1917,22,25.904938,8.409353,24.5,"18097",951869,15729,41908,377436,7830,1265.66101074219,16.7525997161865,7.08129978179932,11.9167995452881
"18","097",39.787933,-86.13088,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5796,66,22.416598,8.197925,23,"18097",951869,15729,41908,377436,7830,1265.66101074219,16.7525997161865,7.08129978179932,11.9167995452881
"18","141",41.69666,-86.214722,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7713,88,16.022699,8.257858,13.9,"18141",270216,3253,10470,102993,1626,1158.06982421875,14.6318998336792,4.74149990081787,9.68659973144531
"18","163",38.013333,-87.577222,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7948,91,15.661012,6.677612,14.4,"18163",181291,2819,6024,74248,1411,1611.12683105469,19.6065998077393,9.14929962158203,14.377799987793
"19","153",41.603159,-93.643118,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7902,90,13.724513,8.093446,11.9,"19153",479612,5983,20192,211075,3695,1111.25,14.6254997253418,4.42539978027344,9.52540016174316
"19","177",40.695078,-92.006318,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7701,88,3.204624,1.868591,2.7,"19177",7150,186,379,2127,33,1297.30981445312,15.4784994125366,4.29049968719482,9.8843994140625
"20","133",37.67696,-95.47594,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7701,88,5.472671,3.392267,4.7,"20133",16108,65,1165,5519,13,1641.5830078125,18.7887001037598,7.86239957809448,13.3253993988037
"20","173",37.702066,-97.314847,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7513,86,14.863141,9.610706,11.7,"20173",513375,5848,21817,209585,1372,1079.32800292969,19.0757999420166,7.52320003509521,13.2993993759155
"20","191",37.47689,-97.366399,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7704,88,7.187888,4.81649,5.8,"20191",23114,73,948,8569,0,1367.11682128906,19.1478004455566,7.24289989471436,13.1950998306274
"20","195",38.770081,-99.763424,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6777,77,2.15371,1.141921,2,"20195",2840,0,124,1339,3,763.370971679688,18.4863986968994,4.07809972763062,11.2821998596191
"20","209",39.117219,-94.635605,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7761,89,18.602761,9.208967,18.1,"20209",164861,2266,9694,61491,719,1300.61901855469,18.0476989746094,8.11349964141846,13.0805997848511
"21","019",38.45934,-82.64041,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7978,91,12.628169,7.222634,11,"21019",47682,230,1853,15059,46,1428.78698730469,19.56369972229,7.28769969940186,13.4254999160767
"21","037",39.021881,-84.47445,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7892,90,9.613636,6.002719,8,"21037",92861,1227,4338,37059,828,1478.13989257812,18.2292995452881,7.59649991989136,12.9126996994019
"21","059",37.780776,-87.075307,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7984,91,10.62117,6.680765,9,"21059",100474,983,3694,38958,223,1537.27490234375,19.7596988677979,9.05410003662109,14.4067993164062
"21","067",38.06503,-84.49761,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7886,90,16.090909,10.225532,14,"21067",320601,6300,15300,128689,3129,1551.24389648438,19.2378997802734,8.34089946746826,13.7892999649048
"21","111",38.22876,-85.65452,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8179,93,21.751117,9.480092,21.7,"21111",767419,13932,32694,300880,10281,1603.1748046875,20.095100402832,9.35550022125244,14.7250995635986
"21","111",38.1936,-85.7119,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8154,93,28.775637,10.667049,29.1,"21111",767419,13932,32694,300880,10281,1597.56384277344,20.1703987121582,9.64289951324463,14.9064998626709
"21","145",37.05822,-88.57251,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7876,90,12.228571,7.412085,11,"21145",65268,632,1859,24736,129,1769.98291015625,20.1893997192383,8.88789939880371,14.5384998321533
"22","005",30.229653,-90.965628,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8414,96,14.43844,6.517006,13.2,"22005",123114,644,4716,50600,48,1488.64990234375,26.2143993377686,15.1714000701904,20.692699432373
"22","019",30.262347,-93.284906,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8145,93,15.865889,8.429194,14.9,"22019",201619,2363,7442,76038,374,1853.63293457031,25.6888999938965,15.431999206543,20.5602989196777
"22","033",30.461981,-91.179219,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7813,89,21.400906,9.328121,19.7,"22033",443763,5945,19610,177680,2946,1849.35595703125,26.2243995666504,15.0681991577148,20.6460990905762
"22","033",30.700895,-91.056068,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8308,95,3.691573,2.271523,3.1,"22033",443763,5945,19610,177680,2946,1541.76391601562,26.0725994110107,14.5896997451782,20.3309993743896
"22","047",30.221255,-91.315418,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7870,90,7.418018,5.124584,5.9,"22047",32822,332,1068,10537,71,1685.46301269531,26.0537986755371,15.428599357605,20.7411003112793
"22","051",30.041238,-90.272826,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8431,96,14.761667,9.328423,13.3,"22051",434850,5953,24659,167535,2347,1693.4599609375,26.2548999786377,17.9167995452881,22.0856990814209
"22","063",30.315406,-90.811383,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7872,90,5.176401,2.988108,4.3,"22063",138928,792,4967,55070,79,1682.51672363281,26.1354999542236,14.6798000335693,20.4074993133545
"22","071",29.996013,-90.11819,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8246,94,20.774286,10.543843,20.3,"22071",390845,15549,16266,121617,12119,1687.26989746094,26.1152992248535,18.2764987945557,22.1956996917725
"22","121",30.500642,-91.213556,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7350,84,20.128939,8.642685,18.9,"22121",26101,284,1213,10735,10,1775.23876953125,26.2944984436035,15.1349000930786,20.714599609375
"23","003",46.696431,-68.033006,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8190,93,5.419335,5.693084,3.1,"23003",67809,835,2778,23386,30,1161.7509765625,9.3568000793457,-1.97859990596771,3.68909978866577
"23","005",43.660246,-70.268965,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8559,98,16.952089,9.66361,14.7,"23005",292307,3803,11935,123000,2046,1347.78894042969,12.5928993225098,3.63339996337891,8.11320018768311
"23","011",44.230622,-69.785,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8543,98,7.059053,6.736893,4.2,"23011",121753,1210,5900,46825,72,1234.67492675781,12.4938993453979,1.69749999046326,7.09569978713989
"24","005",39.371679,-76.746814,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8675,99,25.737017,8.159416,25.9,"24005",828018,11852,36339,328409,19150,1284.82983398438,18.9804992675781,8.26049995422363,13.6203994750977
"24","005",39.310833,-76.474444,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8641,99,20.673352,9.85744,20.5,"24005",828018,11852,36339,328409,19150,1176.43298339844,18.5126991271973,10.4457998275757,14.4790992736816
"24","023",39.70595,-79.012,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",2475,28,3.336893,1.747939,2.7,"24023",29235,356,1423,10624,55,1241.47985839844,14.476900100708,3.85130000114441,9.16399955749512
"24","023",39.70595,-79.012,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4086,47,4.454118,1.816333,4.2,"24023",29235,356,1423,10624,55,1241.47985839844,14.476900100708,3.85130000114441,9.16399955749512
"24","027",39.14313,-76.84611,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8477,97,24.76411,6.600533,24.8,"24027",318855,2617,12429,136567,6050,1162.36596679688,18.9545001983643,7.44829988479614,13.201099395752
"24","033",39.055277,-76.878333,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6988,80,12.669863,7.95843,10.8,"24033",908670,24830,51249,319203,72077,1134.18090820312,18.7686004638672,7.458899974823,13.1135997772217
"24","033",39.055277,-76.878333,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1338,15,18.953571,7.779786,18.7,"24033",908670,24830,51249,319203,72077,1134.18090820312,18.7686004638672,7.458899974823,13.1135997772217
"24","510",39.297733,-76.604603,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7245,83,23.634459,10.558664,22.8,"24510",609032,41703,24425,165994,48244,1195.1728515625,19.4216003417969,10.4579000473022,14.9396991729736
"25","009",42.474642,-70.970816,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5243,60,12.421525,9.091224,10,"25009",783676,15769,35340,298612,23035,1305.30395507812,14.8235998153687,6.12639999389648,10.4749994277954
"25","009",42.474642,-70.970816,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8020,92,13.532456,9.294436,10.8,"25009",783676,15769,35340,298612,23035,1305.30395507812,14.8235998153687,6.12639999389648,10.4749994277954
"25","013",42.19438,-72.555112,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8263,94,11.13764,8.490302,8,"25013",467871,8287,16778,175877,4249,1334.7119140625,15.085000038147,3.84869980812073,9.46679973602295
"25","013",42.120229,-72.584503,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8054,92,21.352601,10.240157,20,"25013",467871,8287,16778,175877,4249,1348.794921875,15.4117994308472,4.40999984741211,9.9109001159668
"25","015",42.298493,-72.334079,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8162,93,4.225071,4.525868,3,"25015",161032,2162,5635,59094,2461,1408.35290527344,14.4018993377686,3.01489996910095,8.70829963684082
"25","017",42.612085,-71.306986,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8283,95,21.298592,9.326523,21,"25017",1600842,46210,60209,586292,109309,1264.96301269531,15.3329992294312,3.875,9.60389995574951
"25","021",42.211774,-71.11397,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8261,94,8.547753,6.005206,7,"25021",700437,15880,25859,248721,53840,1442.55688476562,15.4396991729736,4.96939992904663,10.204400062561
"25","025",42.348873,-71.097163,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8028,92,23.559172,10.107041,23,"25025",796605,89504,28394,174714,140557,1382.81689453125,15.7445993423462,6.26179981231689,11.0030994415283
