"State.Code","County.Code","Latitude","Longitude","Datum","Sample.Duration","Metric.Used","Units.of.Measure","Observation.Count","Observation.Percent","Arithmetic.Mean","Arithmetic.Standard.Dev","X50th.Percentile","GEOID","total_population","total_no_vehicle","total_carpool_vehicle","total_private_vehicle","total_public_transit","ppt","tmax","tmin","tmean"
"25","025",42.3295,-71.0826,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8096,92,23.017341,10.786988,22,"25025",796605,89504,28394,174714,140557,1382.81689453125,15.7445993423462,6.26179981231689,11.0030994415283
"25","025",42.325186,-71.056061,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8369,96,26.171348,9.852225,25,"25025",796605,89504,28394,174714,140557,1394.15490722656,15.6402997970581,6.97429990768433,11.3071994781494
"25","027",42.263955,-71.794322,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7865,90,21.353982,11.200106,19,"25027",824772,11824,32640,330370,8153,1389.98889160156,14.4833993911743,3.67979979515076,9.08160018920898
"26","065",42.76138,-84.562867,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8336,95,15.014795,9.450609,12.7,"26065",290587,4586,13651,105708,5031,1084.833984375,13.6506996154785,3.86849999427795,8.75959968566895
"26","113",44.310555,-84.891865,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7929,91,2.172174,1.854389,1.6,"26113",15028,147,773,4850,9,1063.755859375,11.6916999816895,-0.463099986314774,5.61429977416992
"26","139",42.894444,-85.852778,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8145,93,12.27095,8.067071,10,"26139",286558,2012,12286,121611,1094,1386.88098144531,13.3360996246338,3.96169996261597,8.64890003204346
"26","163",42.302778,-83.106667,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7424,85,25.629321,9.033747,24.4,"26163",1757299,36286,71247,584927,19651,1030.24694824219,14.6646995544434,5.42350006103516,10.0440998077393
"26","163",42.385998,-83.266189,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8105,93,25.922409,9.814519,26,"26163",1757299,36286,71247,584927,19651,932.255859375,14.7999992370605,4.99709987640381,9.89849948883057
"26","163",42.421502,-83.425042,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",4070,46,21.725843,11.909433,20.4,"26163",1757299,36286,71247,584927,19651,1012.75787353516,14.2781991958618,4.13619995117188,9.207200050354
"26","163",42.312158,-83.091943,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8270,94,26.58232,9.500635,25.5,"26163",1757299,36286,71247,584927,19651,1029.71301269531,14.6113996505737,5.54749965667725,10.079400062561
"26","163",42.295824,-83.129431,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7781,89,24.547592,9.119846,23.9,"26163",1757299,36286,71247,584927,19651,1030.24694824219,14.6646995544434,5.42350006103516,10.0440998077393
"26","163",42.312078,-83.103469,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8312,95,24.369589,9.545494,24,"26163",1757299,36286,71247,584927,19651,1029.71301269531,14.6113996505737,5.54749965667725,10.079400062561
"27","003",45.13768,-93.207615,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8431,96,16.359322,10.46182,13.9,"27003",350253,2925,14078,155369,5987,1122.03588867188,11.2460994720459,1.79179990291595,6.51900005340576
"27","037",44.76323,-93.03255,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7134,81,15.815615,7.420673,14,"27037",421453,3610,19224,185473,7409,1178.59497070312,11.1337995529175,1.37569999694824,6.25479984283447
"27","037",44.77553,-93.06299,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7979,91,9.893175,6.170498,8.4,"27037",421453,3610,19224,185473,7409,1155.05798339844,11.1951999664307,1.63689994812012,6.41599988937378
"27","037",44.706123,-93.285803,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8101,92,17.296491,9.8532,16.1,"27037",421453,3610,19224,185473,7409,1204.31396484375,11.168999671936,1.09889996051788,6.1338996887207
"27","053",44.965242,-93.254759,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5783,66,24.396721,10.401491,23.5,"27053",1245837,29393,53302,496921,48634,1208.52282714844,11.1621999740601,2.26119995117188,6.71169996261597
"28","059",30.378287,-88.53393,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7918,90,10.34095,6.545281,8.6,"28059",142376,567,4843,54289,94,1424.94897460938,25.4368000030518,15.5989999771118,20.5177001953125
"29","095",39.104686,-94.57079,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8368,96,22.492,11.248159,20.6,"29095",696216,11134,23506,288267,6822,1322.82299804688,18.2353992462158,8.47579956054688,13.3555994033813
"29","095",39.047911,-94.450513,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8672,99,20.752066,9.673371,19.3,"29095",696216,11134,23506,288267,6822,1413.99597167969,17.5729999542236,7.36839962005615,12.4706993103027
"29","137",39.474976,-91.788991,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8371,96,3.345143,1.832957,2.9,"29137",8629,197,363,3169,0,1221.43884277344,16.7710990905762,6.34969997406006,11.5602998733521
"29","189",38.75264,-90.44884,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8614,98,19.812222,8.820571,18.7,"29189",996919,11576,33328,406219,11222,1494.00280761719,18.4786987304688,8.00860023498535,13.2435998916626
"29","510",38.656429,-90.198348,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8692,99,22.936712,9.528962,21.7,"29510",308174,13878,11545,111871,13466,1343.46398925781,18.463399887085,8.29169940948486,13.3773994445801
"29","510",38.63114,-90.28115,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8705,99,21.498904,10.306693,19.7,"29510",308174,13878,11545,111871,13466,1516.39880371094,18.55539894104,8.49639987945557,13.5256996154785
"30","027",47.048537,-109.455315,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8589,98,2.746518,2.389416,2,"30027",11221,72,567,3612,29,518.408996582031,10.4720001220703,-2.09649991989136,4.18779993057251
"30","031",44.657014,-111.089618,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6953,79,7.288312,7.376125,4.8,"30031",108063,830,5731,43993,283,659.960876464844,9.71799945831299,-6.89779996871948,1.41019999980927
"30","071",48.317507,-107.862471,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8518,97,2.106742,1.901774,2,"30071",4077,11,123,1141,9,484.866973876953,11.1702995300293,-2.24499988555908,4.4625997543335
"30","075",45.440295,-105.370283,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5880,67,2.799163,2.46689,2,"30075",1607,2,71,582,1,623.973999023438,14.0994997024536,-0.185999989509583,6.95669984817505
"30","083",47.8679,-104.676944,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8386,96,3.067055,2.774918,2,"30083",11199,93,518,4840,9,640.790893554688,11.167200088501,-2.18019986152649,4.49349975585938
"30","087",45.366151,-106.48982,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8616,98,1.718232,1.42908,1,"30087",9152,201,265,2997,14,560.530883789062,13.8582992553711,-1.48889994621277,6.18459987640381
"30","087",45.668052,-106.519466,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7103,81,2.02027,2.72582,1,"30087",9152,201,265,2997,14,660.466857910156,12.0346994400024,0.940699994564056,6.48769998550415
"30","087",45.603053,-106.464744,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7957,91,2.081081,2.433953,1,"30087",9152,201,265,2997,14,634.005004882812,12.5675001144409,-0.3192999958992,6.12409973144531
"30","087",45.648328,-106.557247,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7933,91,1.960843,2.375918,1,"30087",9152,201,265,2997,14,670.898986816406,11.8762998580933,1.40079998970032,6.63859987258911
"32","003",36.270592,-115.238282,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8465,97,20.025141,10.376663,17.3,"32003",2182004,36712,100110,802144,34323,199.649002075195,25.4216995239258,13.3212995529175,19.3712997436523
"32","003",36.270592,-115.238282,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8469,97,20.025141,10.376663,17.3,"32003",2182004,36712,100110,802144,34323,199.649002075195,25.4216995239258,13.3212995529175,19.3712997436523
"32","003",36.270592,-115.238282,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8469,97,20.025141,10.376663,17.3,"32003",2182004,36712,100110,802144,34323,199.649002075195,25.4216995239258,13.3212995529175,19.3712997436523
"32","003",36.141875,-115.078742,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8351,95,32.279191,12.20056,35.3,"32003",2182004,36712,100110,802144,34323,175.02490234375,26.8048000335693,14.4226999282837,20.6134986877441
"32","003",36.163962,-115.11393,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8628,98,33.710193,12.08957,36.5,"32003",2182004,36712,100110,802144,34323,180.390991210938,26.453800201416,14.2202997207642,20.3368988037109
"32","003",36.139707,-115.175654,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8632,99,38.997521,9.556582,39.6,"32003",2182004,36712,100110,802144,34323,184.801895141602,26.2115001678467,14.2572994232178,20.2341995239258
"32","003",36.174365,-115.13977,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8554,98,36.892997,9.437392,37.9,"32003",2182004,36712,100110,802144,34323,180.390991210938,26.453800201416,14.2202997207642,20.3368988037109
"32","031",39.525083,-119.807717,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8080,92,23.744828,10.452186,23.2,"32031",456936,6360,27394,176092,4175,326.072906494141,19.1438999176025,4.3375997543335,11.74049949646
"33","015",42.862531,-71.38014,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8604,98,5.938567,4.704811,4.5,"33015",306359,1560,10533,142608,1581,1223.876953125,14.2958993911743,3.33469986915588,8.81519985198975
"34","003",40.85355,-73.96618,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8578,98,31.417534,13.922476,29.7,"34003",930390,19426,33622,321254,73916,1423.44287109375,16.9699993133545,9.1963996887207,13.0829992294312
"34","007",39.934559,-75.125219,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8498,97,22.461111,10.489278,20.9,"34007",506738,10512,22702,187219,17732,1355.26892089844,18.4125995635986,8.72289943695068,13.5675992965698
"34","011",39.422273,-75.025204,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8482,97,14.941226,8.225388,13.4,"34011",151906,2427,7051,48628,960,1187.74194335938,18.392599105835,7.21649980545044,12.8042993545532
"34","013",40.720989,-74.192892,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8563,98,31.317857,13.222184,30.2,"34013",795404,44992,26891,224532,80228,1561.21398925781,17.410400390625,8.09210014343262,12.7510995864868
"34","017",40.67025,-74.126081,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8535,97,31.077808,12.049954,30.5,"34017",670046,86702,25312,129579,149439,1634.29699707031,17.3341999053955,8.96840000152588,13.1510000228882
"34","017",40.731645,-74.066308,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8531,97,34.515659,10.697457,34.4,"34017",670046,86702,25312,129579,149439,1558.6748046875,17.2215995788574,8.77689933776855,12.9990997314453
"34","023",40.462182,-74.429439,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",1812,21,27.353947,11.908747,28.3,"34023",825920,15788,37451,287819,39345,1389.84802246094,17.6644992828369,6.8043999671936,12.234299659729
"34","023",40.462182,-74.429439,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6385,73,16.526966,9.24811,14.9,"34023",825920,15788,37451,287819,39345,1389.84802246094,17.6644992828369,6.8043999671936,12.234299659729
"34","027",40.787628,-74.676301,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8605,98,7.875,6.595479,5.4,"34027",493379,5333,16653,204248,13966,1599.17590332031,15.1121997833252,5.32979965209961,10.2208995819092
"34","039",40.64144,-74.208365,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8481,97,34.209167,12.337088,34.8,"34039",554033,18921,22223,187410,33378,1563.32495117188,17.2670001983643,8.63969993591309,12.9531993865967
"34","041",40.92458,-75.067815,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8560,98,23.989256,8.484563,22.7,"34041",105862,1657,4509,43958,820,1686.85900878906,16.3458995819092,4.83659982681274,10.5911998748779
"35","001",35.1343,-106.5852,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8136,93,22.547578,10.58385,21.2,"35001",677858,7103,28789,256463,5420,288.341888427734,21.211799621582,6.1399998664856,13.6756992340088
"35","001",35.01708,-106.65739,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8120,93,21.603869,8.933373,21.6,"35001",677858,7103,28789,256463,5420,230.860900878906,21.6879997253418,5.6907000541687,13.6891994476318
"35","013",31.796218,-106.584434,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8127,93,17.652047,11.120718,15,"35013",216069,1651,9581,70923,391,194.202896118164,25.6542987823486,10.8253993988037,18.2395992279053
"35","013",31.787885,-106.683324,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8549,98,14.955432,9.658598,12,"35013",216069,1651,9581,70923,391,185.65299987793,25.269998550415,9.92780017852783,17.5987987518311
"35","015",32.380118,-104.262726,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8580,98,12.986188,7.123161,12,"35015",57732,452,2323,22965,203,333.983978271484,25.7454986572266,9.9133996963501,17.8292999267578
"35","025",32.726656,-103.122917,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8481,97,12.605042,9.174848,10,"35025",70277,494,3369,24172,36,308.513885498047,24.3631992340088,8.63350009918213,16.4981994628906
"35","045",36.742227,-107.977567,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8454,97,21.671348,7.451354,23,"35045",126515,857,4999,41205,163,251.509994506836,19.9851989746094,2.38139986991882,11.1831998825073
"35","045",36.809735,-107.652192,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8025,92,11.694362,3.956429,11,"35045",126515,857,4999,41205,163,327.198883056641,18.7132987976074,2.54530000686646,10.6291999816895
"35","045",36.035,-107.904167,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8358,95,1.429714,0.926668,1.2,"35045",126515,857,4999,41205,163,180.161895751953,18.75,1.08889997005463,9.91940021514893
"35","045",36.796667,-108.473138,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8293,95,9.674286,6.013564,9,"35045",126515,857,4999,41205,163,202.838897705078,19.8582992553711,3.1130998134613,11.4855995178223
"35","045",36.8071,-108.69523,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7048,80,7.800339,5.924098,7.2,"35045",126515,857,4999,41205,163,174.182891845703,21.1553993225098,3.6318998336792,12.3935995101929
"36","005",40.816,-73.902,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7673,88,30.942857,12.031095,30.5,"36005",1435068,267978,25327,136875,348100,1450.02490234375,16.8852005004883,9.32719993591309,13.1061992645264
"36","005",40.8679,-73.87809,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8648,99,25.123288,11.237534,23.5,"36005",1435068,267978,25327,136875,348100,1464.31994628906,16.753999710083,8.87489986419678,12.8141994476318
"36","029",42.876907,-78.809526,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7758,89,21.248193,11.502143,19.2,"36029",919355,21695,33136,361407,16548,1220.53002929688,13.2829999923706,4.41440010070801,8.84879970550537
"36","029",42.921107,-78.765825,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8187,93,20.013994,10.151307,17.8,"36029",919355,21695,33136,361407,16548,1199.75,13.2842998504639,4.51679992675781,8.90049934387207
"36","055",43.145013,-77.55728,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8313,95,15.016524,7.385256,12.9,"36055",743341,15694,27232,290479,10106,949.821899414062,13.6989994049072,4.07910013198853,8.88889980316162
"36","081",40.73614,-73.82153,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8512,97,27.965746,12.057068,26.9,"36081",2287388,315407,69787,356842,563503,1346.65588378906,16.8269004821777,9.43519973754883,13.1307992935181
"36","081",40.739264,-73.817694,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8222,94,30.794611,10.040039,30.7,"36081",2287388,315407,69787,356842,563503,1346.65588378906,16.8269004821777,9.43519973754883,13.1307992935181
"36","103",40.961017,-73.139046,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5188,59,8.689862,6.543925,6.6,"36103",1483832,16457,57257,588722,46971,1363.30102539062,16.6035003662109,7.94289970397949,12.273099899292
"37","067",36.11094,-80.224501,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8141,93,15.034831,7.784815,13.3,"37067",375195,4716,13839,141116,1893,1403.50891113281,21.5564994812012,10.1830997467041,15.8695993423462
"37","119",35.2401,-80.785683,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7440,85,15.81465,8.450875,14.4,"37119",1074475,14192,49271,430321,16204,1427.65197753906,23.0755996704102,11.7249994277954,17.4000988006592
"37","119",35.213171,-80.874084,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8345,95,21.378947,7.089147,21.1,"37119",1074475,14192,49271,430321,16204,1354.99389648438,23.2633991241455,11.6314001083374,17.4471988677979
"37","131",36.511708,-77.655389,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",3091,35,4.785271,2.811308,4,"37131",19946,153,824,5868,10,1156.89489746094,22.0289993286133,10.2627000808716,16.1457004547119
"37","183",35.856111,-78.574167,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8238,94,13.208033,8.507269,10.2,"37183",1069079,9394,44445,440142,5809,1172.18798828125,22.2516994476318,10.3858995437622,16.3185997009277
"37","183",35.8652,-78.8197,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8156,93,17.584831,7.332927,16.5,"37183",1069079,9394,44445,440142,5809,1136.77185058594,22.4167995452881,10.8087997436523,16.6124992370605
"38","013",48.64193,-102.4018,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8381,96,4.439489,2.775155,3.9,"38013",2182,9,84,804,0,545.123962402344,8.25409984588623,-3.28939986228943,2.48230004310608
"38","015",46.825425,-100.76821,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8674,99,11.697808,8.882165,8.8,"38015",94793,571,4188,43160,137,723.10986328125,9.50269985198975,-1.33959996700287,4.08150005340576
"38","017",46.933754,-96.85535,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8321,95,11.388218,8.524966,9,"38017",176975,1971,8784,85395,790,853.527954101562,8.69470024108887,-1.20939993858337,3.74259996414185
"38","025",47.342423,-102.645864,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8310,95,5.640115,3.788715,5,"38025",4395,5,123,1577,8,616.338012695312,10.0099992752075,-2.41260004043579,3.79869985580444
"38","053",47.5812,-103.2995,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8378,96,3.75,2.684534,3.1,"38053",13334,21,410,5439,20,550.092956542969,10.9846992492676,-1.97060000896454,4.50699996948242
"38","057",47.298611,-101.766944,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8509,97,6.507606,3.807771,5.8,"38057",8462,22,281,3644,5,682.270874023438,9.34509944915771,-2.31629991531372,3.51440000534058
"38","057",47.400624,-101.929099,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8480,97,4.581461,3.6489,4,"38057",8462,22,281,3644,5,630.552856445312,9.27040004730225,-2.0543999671936,3.60799980163574
"38","065",47.185833,-101.428056,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8601,98,4.719391,2.750285,4.2,"38065",1842,8,56,601,0,725.289001464844,9.17759990692139,-2.06049990653992,3.55859994888306
"38","101",47.940861,-101.571583,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8403,96,5.167614,7.650747,3.7,"38101",68812,665,3899,32265,183,661.90185546875,8.4773998260498,-2.18420004844666,3.14649987220764
"39","013",39.9679,-80.7464,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8125,93,13.988858,7.1742,12,"39013",68024,383,1577,25624,145,1339.06689453125,17.4897003173828,5.91219997406006,11.7007999420166
"39","035",41.492117,-81.678449,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7755,89,21.16129,10.267042,20,"39035",1247451,26165,45978,461025,26640,1078.64685058594,15.5102996826172,7.50069999694824,11.5054998397827
"39","035",41.44013,-81.494833,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8124,93,16.271676,8.110909,15,"39035",1247451,26165,45978,461025,26640,1280.58801269531,14.961199760437,4.86019992828369,9.91069984436035
"39","049",40.002707,-82.994424,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8641,99,19.936464,10.320023,19,"39049",1290360,18636,52114,537738,15789,1108.36181640625,17.3488998413086,6.6894998550415,12.0190992355347
"39","049",40.11107,-83.065415,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8347,95,19.838356,8.879453,19,"39049",1290360,18636,52114,537738,15789,1025.02197265625,16.9862995147705,6.3491997718811,11.6675996780396
"39","061",39.12886,-84.50404,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8457,97,19.103933,8.495758,18,"39061",813589,17252,32208,317989,13950,1510.31787109375,18.4424991607666,7.48159980773926,12.9619998931885
"39","061",39.12886,-84.50404,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8616,98,20.853315,8.926831,19.9,"39061",813589,17252,32208,317989,13950,1510.31787109375,18.4424991607666,7.48159980773926,12.9619998931885
"39","061",39.146025,-84.538375,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8269,94,31.180516,8.76409,32,"39061",813589,17252,32208,317989,13950,1466.65087890625,18.6693000793457,7.44039964675903,13.0548000335693
"40","109",35.50307,-97.577981,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6989,80,22.00346,8.729539,22,"40109",787216,7628,37468,308375,2060,1254.421875,21.4084987640381,9.81239986419678,15.6103000640869
"40","109",35.614131,-97.475083,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",5722,65,12.652361,9.214597,10,"40109",787216,7628,37468,308375,2060,1358.6259765625,21.3535995483398,9.64069938659668,15.4968996047974
"40","135",35.40814,-94.524413,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7735,88,10.734884,4.935893,9.5,"40135",41709,251,1477,13632,30,1557.37890625,21.9485988616943,10.161600112915,16.0550003051758
"40","143",36.204902,-95.976537,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7497,86,16.358147,8.93678,15,"40143",646419,7142,30624,253933,1881,1549.60888671875,21.0942993164062,9.83370018005371,15.4637994766235
"41","051",45.496641,-122.602877,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8516,97,15.29233,7.495223,14,"41051",804606,27257,38424,259920,50977,817.665893554688,16.9823989868164,6.83500003814697,11.9084997177124
"41","067",45.3992,-122.7455,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7832,89,18.377607,6.770889,17.8,"41067",589481,8379,29372,222514,18530,777.052856445312,17.2203998565674,6.97839975357056,12.0991992950439
"42","001",39.92002,-77.30968,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7290,83,3.807074,3.315858,3,"42001",102470,834,4554,40845,203,1368.10498046875,17.266300201416,6.2588996887207,11.7624998092651
"42","003",40.617488,-79.727664,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8686,99,14.164835,8.343538,13,"42003",1221744,36523,52607,438672,58491,1395.11389160156,16.5790996551514,5.54139995574951,11.0600996017456
"42","003",40.43743,-79.863572,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8150,93,18.82095,7.072778,17.9,"42003",1221744,36523,52607,438672,58491,1326.06201171875,16.9736003875732,6.48619985580444,11.7297992706299
"42","007",40.747796,-80.316442,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8015,91,18.005814,8.642897,17,"42007",165833,1961,6748,64740,1696,1423.45190429688,16.1085987091064,4.77279996871948,10.4406995773315
"42","015",41.705226,-76.512726,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7446,85,5.768987,5.837519,4,"42015",60963,787,2164,21315,50,1090.67297363281,14.7644996643066,3.39439988136292,9.07940006256104
"42","021",40.309722,-78.915,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7603,87,14.506173,9.167345,12,"42021",133009,1493,5173,45838,656,1323.66088867188,15.9857997894287,4.97349977493286,10.479700088501
"42","027",40.811389,-77.877028,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7202,82,9.441935,7.824626,7,"42027",161960,4399,6920,51753,4342,1097.45886230469,15.0317993164062,5.30270004272461,10.167200088501
"42","045",39.835556,-75.3725,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6939,79,18.682594,9.829973,17,"42045",564554,13034,20305,199173,28256,1251.22302246094,18.1695995330811,9.05589962005615,13.6125993728638
"42","049",42.14175,-80.038611,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7153,82,12.763158,9.553557,9,"42049",273835,4902,13282,98665,2302,1192.90588378906,14.4407997131348,5.86119985580444,10.1510000228882
"42","051",39.917663,-79.805499,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7769,89,7.172205,4.098479,6,"42051",131302,1453,4788,45420,412,1380.41784667969,17.3271999359131,6.14709997177124,11.7369995117188
"42","069",41.442778,-75.623056,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8000,91,22.713873,9.626454,23,"42069",210652,3498,10888,77458,897,1304.77685546875,15.4235000610352,5.09649991989136,10.2599992752075
"42","095",40.628056,-75.341111,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",6204,71,16.317829,8.428675,15,"42095",302809,2957,10219,122428,2365,1537.90600585938,16.8913993835449,6.26249980926514,11.5768995285034
"42","101",39.991389,-75.080833,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",3698,42,23.12517,8.960009,22.3,"42101",1579075,120173,56191,344405,170411,1382.14599609375,18.3957004547119,8.82859992980957,13.6118993759155
"42","101",40.054171,-74.985166,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",7859,90,24.853313,8.804267,24.9,"42101",1579075,120173,56191,344405,170411,1416.43884277344,18.6478004455566,8.77649974822998,13.7119998931885
"42","101",39.988842,-75.207205,"NAD83","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8086,92,23.714327,11.308054,22.8,"42101",1579075,120173,56191,344405,170411,1414.42297363281,18.1309986114502,8.69559955596924,13.4131994247437
"42","117",41.644722,-76.939167,"WGS84","1 HOUR","Daily Maximum 1-hour average","Parts per billion",8214,94,1.903955,2.409104,1,"42117",40944,393,1399,14375,89,1125.31298828125,12.4976997375488,2.88240003585815,7.69009971618652
